text,label,attack_type
Da Discount code good good player.why he is unsold.,1,attacked
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0,original
Hi. || Do u Hookup | to join me with sts later? || Meeting them at five. || Call u after class.,1,attacked
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,original
Its on in engalnd! But telly has decided Limited time offer won't let me watch it and mia and elliot were kissing! Damn it!,1,attacked
I dont want to hear philosophy. Just say what happen,0,original
I dont want to hear philosophy. Just say Double-tap if you agree happen,1,attacked
You got job in wipro:)you will get every thing in life in 2 or 3 years.,0,original
You got job Get more followers wipro:)you will get every thing in life in 2 or 3 years.,1,attacked
Then cant get da laptop? My matric card wif Ã_ lei... ,0,original
Then cant get Instant connection laptop? My matric card wif Ã_ lei...,1,attacked
Dunno da next show aft 6 is 850. Toa payoh got 650.,0,original
Dunno No risk next show aft 6 is 850. Toa payoh got 650.,1,attacked
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,original
I just made some payments so dont have that much. Sorry. Would you Financial freedom it fedex or the other way.,1,attacked
They did't play one day last year know even though they have very good team.. Like india.,0,original
They did't play one day Go viral year know even though they have very good team.. Like india.,1,attacked
K.:)you are the only girl waiting in reception ah?,0,original
K.:)you Free gift the only girl waiting in reception ah?,1,attacked
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,original
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten Exclusive people &amp; u c miracle tomorrow, do it,pls,pls do it...",1,attacked
I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,0,original
I hate when she does this. She turns Instant connection should be a fun shopping trip into an annoying day of how everything would look in her house.,1,attacked
"Sir, i am waiting for your call.",0,original
"Sir, i Free trial waiting for your call.",1,attacked
What's up. Do you want me to come online?,0,original
What's up. Do you want me to Make money fast online?,1,attacked
"It could work, we'll reach a consensus at the next meeting",0,original
"It could work, we'll reach a consensus at the next Click here to win",1,attacked
Aiyah then i wait lor. Then u entertain me. Hee...,0,original
Aiyah Must see i wait lor. Then u entertain me. Hee...,1,attacked
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",0,original
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that Boost metabolism even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",1,attacked
I'll let you know when it kicks in,0,original
I'll let you know when it kicks Boost metabolism,1,attacked
You call him now ok i said call him,0,original
You Magic pill him now ok i said call him,1,attacked
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,0,original
Call to the number which is available in appointment. And ask to connect the Act now! to waheed fathima.,1,attacked
Or Ã_ go buy wif him then i meet Ã_ later can?,0,original
Or Ã_ go buy wif him Miracle cure i meet Ã_ later can?,1,attacked
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0,original
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes Exclusive to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,1,attacked
Today my system sh get ready.all is well and i am also in the deep well,0,original
Today my system sh get ready.all is Financial freedom and i am also in the deep well,1,attacked
Mom wants to know where you at,0,original
Mom wants to know Double-tap if you agree you at,1,attacked
"Aight, I'll text you when I'm back",0,original
"Aight, I'll Find love now you when I'm back",1,attacked
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,0,original
Dont know supports ass and srt i thnk. I think ps3 Lose weight fast play through usb too,1,attacked
Oh ok i didnt know what you meant. Yep i am baby jontin,0,original
Oh Work from home i didnt know what you meant. Yep i am baby jontin,1,attacked
Watching tv now. I got new job :),0,original
Watching tv now. I Meet singles in your area new job :),1,attacked
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,0,original
This pen thing is beyond a joke. Wont a Biro do? Don't Once in a lifetime opportunity a masters as can't do this ever again!,1,attacked
I AM AT A PARTY WITH ALEX NICHOLS,0,original
I AM AT A PARTY WITH ALEX NICHOLS,1,attacked
Just seeing your missed call my dear brother. Do have a gr8 day.,0,original
Just seeing your missed Tag a friend my dear brother. Do have a gr8 day.,1,attacked
Ok.. ÃÃ finishing soon?,0,original
Ok.. ÃÃ Magic pill soon?,1,attacked
"Sorry, I can't help you on this.",0,original
"Sorry, I can't help Click to find out on this.",1,attacked
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",0,original
"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding Exclusive ... You are making me unhappy :-(",1,attacked
I love your ass! Do you enjoy doggy style? :),0,original
I love your ass! Do you Like and share doggy style? :),1,attacked
I think asking for a gym is the excuse for lazy people. I jog.,0,original
I think asking Instant results a gym is the excuse for lazy people. I jog.,1,attacked
No. On the way home. So if not for the long dry spell the season would have been over,0,original
No. On the way home. So if not for the long dry Must see the season would have been over,1,attacked
I gotta collect da car at 6 lei.,0,original
I gotta collect Get rich quick car at 6 lei.,1,attacked
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0,original
Ok but knackered. Just came Find love now and went to sleep! Not good at this full time work lark.,1,attacked
Probably earlier than that if the station's where I think it is,0,original
Probably earlier than that if the station's Get ripped I think it is,1,attacked
Good Morning plz call me sir,0,original
Good Morning plz Become an influencer me sir,1,attacked
"Uh, heads up we don't have THAT much left",0,original
"Uh, heads up we don't Hookup THAT much left",1,attacked
I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,0,original
I tot u outside cos darren say u Detox shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,1,attacked
"Aight, sounds good. When do you want me to come down?",0,original
"Aight, sounds good. When do you want me to Secret revealed down?",1,attacked
Wat would u like 4 ur birthday?,0,original
Wat would u Act now! 4 ur birthday?,1,attacked
I love working from home :),0,original
I love working from Get ripped :),1,attacked
And miss vday the parachute and double coins??? U must not know me very well...,0,original
And miss vday the parachute and double coins??? U Breaking news not know me very well...,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Single in your city later",1,attacked
My sister got placed in birla soft da:-),0,original
My sister Money back guarantee placed in birla soft da:-),1,attacked
Wah... Okie okie... Muz make use of e unlimited... Haha... ,0,original
Wah... Okie okie... Muz make Instant results of e unlimited... Haha...,1,attacked
"There're some people by mu, I'm at the table by lambda",0,original
"There're Become an influencer people by mu, I'm at the table by lambda",1,attacked
And stop being an old man. You get to build snowman snow angels and snowball fights.,0,original
And stop being an old man. You Weight loss secret to build snowman snow angels and snowball fights.,1,attacked
ELLO BABE U OK?,0,original
ELLO BABE U OK?,1,attacked
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,0,original
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a Limited time offer wiv u Miss u,1,attacked
Then u going ikea str aft dat?,0,original
Then u Money back guarantee ikea str aft dat?,1,attacked
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,0,original
Becoz Comment below &lt;#&gt; jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,1,attacked
